NAME	DESCRIPTION	X5p4_25c	X5p4_27c	X5p4_28c	X5p4_29c	X5p4_30c	X5p4_31cfoxc1	X5p4_32cfoxc1	X5p4_33cfoxc1	X5p4_34cfoxc1	X5p4_35cfoxc1
ENSG00000002549	LAP3	8.04085057319558	8.05532377059806	8.27626623983884	7.96179587016736	7.87628769440713	8.15191454970272	7.95639542269882	8.04900834236085	8.33213482551346	8.30161551013432
ENSG00000002587	HS3ST1	6.08243656327924	5.74988033211165	7.06167662590632	6.84477519971294	7.08679017650641	6.22990951329865	6.24512443774692	5.92990777699171	6.43056352481163	6.55572488245289
ENSG00000002822	MAD1L1	1.93394765590505	1.52915889913804	1.62669320258063	1.65529161306394	2.09240882558419	2.69725865112981	0	1.50846663948627	0	2.07363172391839
ENSG00000002834	LASP1	11.4901149593376	11.578603874679	11.3440575519718	11.2859785807204	11.3561117765116	11.5258343068811	11.5377964994496	11.5601142899929	11.0909608946115	11.1774713778352
ENSG00000002919	SNX11	7.98304328550763	7.91015853685058	7.62407248060531	7.81112628669167	7.97318439864801	7.69785315056397	7.86331977081701	7.98740763686729	8.22592184044056	8.53171964629593
ENSG00000003056	M6PR	7.91159820074671	7.84655782571965	8.45857621471333	8.2019134247329	8.04032161112568	8.06099662951907	7.99820113279042	7.93941716359183	7.98077390273675	7.61254881765749
ENSG00000003096	KLHL13	5.04313690726274	4.67357214728107	5.41821948457944	5.00778276177106	5.54548451626385	5.00385138442443	4.91698884168523	5.20863277583117	4.57735215935748	3.79054266338187
ENSG00000003137	CYP26B1	3.82422147115337	4.72592465788454	6.38331944764979	5.62562240628894	6.12011344346297	5.00385138442443	4.51778229976574	4.13796857060581	3.85960144909156	3.54821051791471
ENSG00000003147	ICA1	4.95840623638425	4.91818184938649	4.91803376213482	4.80081484135023	4.6404106870791	4.1993842869285	4.12358609040818	4.58877077698762	5.00860573303231	4.8487597698097
ENSG00000003249	DBNDD1	7.43530004732203	7.43949876248375	8.04490506697369	8.05803916104521	8.10447296339869	7.25522293492156	7.1454391060965	7.01382742471899	7.72125262243441	8.00386180368348
ENSG00000003393	ALS2	8.42719058506838	8.38331518762084	9.55991965172584	9.2563565170915	9.14130704948576	8.50767335423026	8.53764962072698	8.55993257671809	8.3460309712279	8.21596591746298
ENSG00000003400	CASP10	6.8188939235015	7.08599319315369	6.36516247048207	6.52934328559781	6.42424149542019	6.77872625523935	6.82373305118636	6.88462547642226	7.5234823705551	7.40054829028914
ENSG00000003402	CFLAR	8.85100629269079	8.75170457070812	10.5307330678272	10.5940264567638	10.4324623456274	8.66867437296533	8.88271310545867	8.74812546711498	10.2631558959101	10.231706110262
ENSG00000003436	TFPI	2.51138079226732	2.73520278274915	3.86515516354026	1.05306563091154	2.68728292178734	0.93680232286487	2.88554426475975	2.708236848469	2.04234497190926	3.67445874239773
ENSG00000003509	NDUFAF7	6.3717121872401	6.67115712807513	6.27078303029412	6.5788514123258	6.24955325360962	6.37998918564026	6.66408261469653	6.5713555422188	6.43056352481163	6.3999520295111
ENSG00000003756	RBM5	9.3687517370856	9.22621360115178	9.16795005689378	9.12364537296311	9.2197603286759	9.20407396353809	9.29907838933088	9.29112555242809	9.1724328631956	9.16596649645411
