entrezgene_id	ensembl_gene_id
10469	ENSG00000104980
729440	ENSG00000104983
9466	ENSG00000104998
55723	ENSG00000105011
7138	ENSG00000105048
51231	ENSG00000105053
26017	ENSG00000105058
22870	ENSG00000105063
84167	ENSG00000105072
9441	ENSG00000105085
93145	ENSG00000105088
10270	ENSG00000105127
79852	ENSG00000105131
10994	ENSG00000105135
79744	ENSG00000105136
85360	ENSG00000105137
23581	ENSG00000105141
6511	ENSG00000105143
6795	ENSG00000105146
10775	ENSG00000105171
898	ENSG00000105173
8725	ENSG00000105176
9141	ENSG00000105185
84079	ENSG00000105186
6217	ENSG00000105193
92609	ENSG00000105197
2091	ENSG00000105202
9149	ENSG00000105204
79935	ENSG00000105219
2821	ENSG00000105220
208	ENSG00000105221
23646	ENSG00000105223
57716	ENSG00000105227
51588	ENSG00000105229
9253	ENSG00000105245
55702	ENSG00000105248
1155	ENSG00000105254
5438	ENSG00000105258
25999	ENSG00000105270
6510	ENSG00000105281
25865	ENSG00000105287
27134	ENSG00000105289
333	ENSG00000105290
58509	ENSG00000105298
26093	ENSG00000105321
11100	ENSG00000105323
51343	ENSG00000105325
27113	ENSG00000105327
7040	ENSG00000105329
22898	ENSG00000105339
55101	ENSG00000105341
10226	ENSG00000105355
79784	ENSG00000105357
51073	ENSG00000105364
973	ENSG00000105369
6223	ENSG00000105372
29997	ENSG00000105373
7087	ENSG00000105376
2109	ENSG00000105379
29086	ENSG00000105393
7297	ENSG00000105397
11140	ENSG00000105401
8775	ENSG00000105402
10567	ENSG00000105404
56917	ENSG00000105419
5802	ENSG00000105426
84518	ENSG00000105427
1954	ENSG00000105429
10945	ENSG00000105438
9266	ENSG00000105443
83743	ENSG00000105447
2906	ENSG00000105464
6320	ENSG00000105472
93233	ENSG00000105479
22900	ENSG00000105483
3978	ENSG00000105486
7728	ENSG00000105497
8605	ENSG00000105499
3036	ENSG00000105509
9545	ENSG00000105514
1628	ENSG00000105516
374882	ENSG00000105518
828	ENSG00000105519
64748	ENSG00000105520
54854	ENSG00000105523
54922	ENSG00000105538
587	ENSG00000105552
54531	ENSG00000105556
57664	ENSG00000105559
5518	ENSG00000105568
30000	ENSG00000105576
2639	ENSG00000105607
1777	ENSG00000105612
22983	ENSG00000105613
79165	ENSG00000105617
26121	ENSG00000105618
29844	ENSG00000105619
3718	ENSG00000105639
6142	ENSG00000105640
27106	ENSG00000105643
5864	ENSG00000105649
51477	ENSG00000105655
8178	ENSG00000105656
23373	ENSG00000105662
11045	ENSG00000105668
11316	ENSG00000105669
54555	ENSG00000105671
2116	ENSG00000105672
93436	ENSG00000105676
10430	ENSG00000105677
7392	ENSG00000105698
51599	ENSG00000105699
79036	ENSG00000105700
23770	ENSG00000105701
57794	ENSG00000105705
7561	ENSG00000105708
6324	ENSG00000105711
80714	ENSG00000105717
2077	ENSG00000105722
2931	ENSG00000105723
57130	ENSG00000105726
64763	ENSG00000105732
2901	ENSG00000105737
23094	ENSG00000105738
7639	ENSG00000105750
23474	ENSG00000105755
199731	ENSG00000105767
56006	ENSG00000105771
23080	ENSG00000105778
154661	ENSG00000105784
79846	ENSG00000105792
85865	ENSG00000105793
101927446	ENSG00000105793
1021	ENSG00000105810
9512	ENSG00000105819
27000	ENSG00000105821
10282	ENSG00000105829
10135	ENSG00000105835
221830	ENSG00000105849
5446	ENSG00000105852
5445	ENSG00000105854
3696	ENSG00000105855
26959	ENSG00000105856
11062	ENSG00000105865
6671	ENSG00000105866
29062	ENSG00000105875
79872	ENSG00000105879
1749	ENSG00000105880
136319	ENSG00000105887
51678	ENSG00000105926
1687	ENSG00000105928
56829	ENSG00000105939
79989	ENSG00000105948
4967	ENSG00000105953
11033	ENSG00000105963
94239	ENSG00000105968
858	ENSG00000105971
857	ENSG00000105974
4233	ENSG00000105976
140545	ENSG00000105982
64327	ENSG00000105983
3198	ENSG00000105991
10049	ENSG00000105993
3199	ENSG00000105996
3200	ENSG00000105997
3955	ENSG00000106003
3202	ENSG00000106004
3203	ENSG00000106006
221927	ENSG00000106009
23288	ENSG00000106012
56311	ENSG00000106013
6742	ENSG00000106028
11112	ENSG00000106049
8887	ENSG00000106052
54504	ENSG00000106066
1124	ENSG00000106069
2887	ENSG00000106070
83451	ENSG00000106077
23242	ENSG00000106078
55033	ENSG00000106080
84725	ENSG00000106086
6804	ENSG00000106089
10392	ENSG00000106100
2617	ENSG00000106105
2051	ENSG00000106123
84182	ENSG00000106125
835	ENSG00000106144
51142	ENSG00000106153
3315	ENSG00000106211
11333	ENSG00000106244
8896	ENSG00000106245
26024	ENSG00000106246
1577	ENSG00000106258
7586	ENSG00000106261
8662	ENSG00000106263
29886	ENSG00000106266
4521	ENSG00000106268
5803	ENSG00000106278
6878	ENSG00000106290
8976	ENSG00000106299
7965	ENSG00000106305
7036	ENSG00000106327
64598	ENSG00000106330
5118	ENSG00000106333
26261	ENSG00000106336
55131	ENSG00000106344
84132	ENSG00000106346
3614	ENSG00000106348
3268	ENSG00000106351
23658	ENSG00000106355
5054	ENSG00000106366
1174	ENSG00000106367
56913	ENSG00000106392
8985	ENSG00000106397
6119	ENSG00000106399
10467	ENSG00000106400
24146	ENSG00000106404
113263	ENSG00000106415
9678	ENSG00000106443
4899	ENSG00000106459
54664	ENSG00000106460
2146	ENSG00000106462
95681	ENSG00000106477
643641	ENSG00000106479
4232	ENSG00000106484
57037	ENSG00000106524
653857	ENSG00000106526
27075	ENSG00000106537
10551	ENSG00000106541
196	ENSG00000106546
54927	ENSG00000106554
2737	ENSG00000106571
5683	ENSG00000106588
64983	ENSG00000106591
55744	ENSG00000106603
644	ENSG00000106605
55665	ENSG00000106608
55069	ENSG00000106609
6009	ENSG00000106615
51422	ENSG00000106617
165	ENSG00000106624
5425	ENSG00000106628
58498	ENSG00000106631
2645	ENSG00000106633
9275	ENSG00000106635
10652	ENSG00000106636
26608	ENSG00000106638
7461	ENSG00000106665
7458	ENSG00000106682
3984	ENSG00000106683
55064	ENSG00000106686
2218	ENSG00000106692
83856	ENSG00000106701
79937	ENSG00000106714
728577	ENSG00000106714
10927	ENSG00000106723
54981	ENSG00000106733
23731	ENSG00000106771
158471	ENSG00000106772
1955	ENSG00000106780
9830	ENSG00000106785
7464	ENSG00000106789
7046	ENSG00000106799
10952	ENSG00000106803
727	ENSG00000106804
54829	ENSG00000106819
1842	ENSG00000106823
7091	ENSG00000106829
22949	ENSG00000106853
64420	ENSG00000106868
80709	ENSG00000106948
1759	ENSG00000106976
2022	ENSG00000106991
203	ENSG00000106992
55664	ENSG00000106993
55848	ENSG00000107020
54662	ENSG00000107021
57589	ENSG00000107036
23081	ENSG00000107077
81704	ENSG00000107099
23189	ENSG00000107104
1993	ENSG00000107105
23413	ENSG00000107130
7016	ENSG00000107140
8939	ENSG00000107164
10488	ENSG00000107175
9827	ENSG00000107185
8777	ENSG00000107186
23586	ENSG00000107201
8721	ENSG00000107223
169792	ENSG00000107249
573	ENSG00000107262
2889	ENSG00000107263
56654	ENSG00000107281
320	ENSG00000107282
23064	ENSG00000107290
20	ENSG00000107331
6461	ENSG00000107338
54926	ENSG00000107341
51104	ENSG00000107362
51010	ENSG00000107371
7763	ENSG00000107372
1855	ENSG00000107404
9124	ENSG00000107438
54619	ENSG00000107443
2625	ENSG00000107485
3257	ENSG00000107521
5264	ENSG00000107537
83937	ENSG00000107551
23268	ENSG00000107554
22841	ENSG00000107560
10613	ENSG00000107566
8661	ENSG00000107581
1787	ENSG00000107614
79009	ENSG00000107625
5599	ENSG00000107643
11196	ENSG00000107651
11101	ENSG00000107669
54780	ENSG00000107672
59338	ENSG00000107679
27143	ENSG00000107719
219699	ENSG00000107731
64115	ENSG00000107738
9806	ENSG00000107742
10367	ENSG00000107745
5532	ENSG00000107758
54462	ENSG00000107771
657	ENSG00000107779
9562	ENSG00000107789
59	ENSG00000107796
3988	ENSG00000107798
56652	ENSG00000107815
84445	ENSG00000107816
81855	ENSG00000107819
81621	ENSG00000107821
6468	ENSG00000107829
10360	ENSG00000107833
80351	ENSG00000107854
8729	ENSG00000107862
57584	ENSG00000107863
22849	ENSG00000107864
79176	ENSG00000107872
79004	ENSG00000107874
51684	ENSG00000107882
22852	ENSG00000107890
91452	ENSG00000107897
64077	ENSG00000107902
23185	ENSG00000107929
23560	ENSG00000107937
26098	ENSG00000107938
56647	ENSG00000107949
55149	ENSG00000107951
9148	ENSG00000107954
9644	ENSG00000107957
10531	ENSG00000107959
79991	ENSG00000107960
1326	ENSG00000107968
22943	ENSG00000107984
10539	ENSG00000108010
54906	ENSG00000108021
7511	ENSG00000108039
9126	ENSG00000108055
8036	ENSG00000108061
7019	ENSG00000108064
8030	ENSG00000108091
8453	ENSG00000108094
219771	ENSG00000108100
27338	ENSG00000108106
6158	ENSG00000108107
57178	ENSG00000108175
10105	ENSG00000108179
64081	ENSG00000108187
81619	ENSG00000108219
23232	ENSG00000108239
1562	ENSG00000108242
25984	ENSG00000108244
57532	ENSG00000108256
28964	ENSG00000108262
6143	ENSG00000108298
84961	ENSG00000108306
10900	ENSG00000108309
7343	ENSG00000108312
5709	ENSG00000108344
22794	ENSG00000108349
51195	ENSG00000108352
8787	ENSG00000108370
54894	ENSG00000108375
7473	ENSG00000108379
101929777	ENSG00000108379
5889	ENSG00000108384
5414	ENSG00000108387
9110	ENSG00000108389
4591	ENSG00000108395
79665	ENSG00000108406
8688	ENSG00000108417
51174	ENSG00000108423
3837	ENSG00000108424
9570	ENSG00000108433
55163	ENSG00000108439
6198	ENSG00000108443
80279	ENSG00000108465
10951	ENSG00000108468
9400	ENSG00000108469
9487	ENSG00000108474
2584	ENSG00000108479
57508	ENSG00000108506
23125	ENSG00000108509
9969	ENSG00000108510
2027	ENSG00000108515
5216	ENSG00000108518
26001	ENSG00000108523
8402	ENSG00000108528
51655	ENSG00000108551
1145	ENSG00000108556
10743	ENSG00000108557
4927	ENSG00000108559
708	ENSG00000108561
642	ENSG00000108578
1362	ENSG00000108582
9527	ENSG00000108587
57003	ENSG00000108588
51003	ENSG00000108590
1819	ENSG00000108591
117246	ENSG00000108592
11216	ENSG00000108599
218	ENSG00000108602
6603	ENSG00000108604
9144	ENSG00000108639
27077	ENSG00000108641
55813	ENSG00000108651
1655	ENSG00000108654
64149	ENSG00000108666
9267	ENSG00000108669
5717	ENSG00000108671
3959	ENSG00000108679
5193	ENSG00000108733
79132	ENSG00000108771
2648	ENSG00000108773
5878	ENSG00000108774
4669	ENSG00000108784
3292	ENSG00000108786
6945	ENSG00000108788
8506	ENSG00000108797
2145	ENSG00000108799
1748	ENSG00000108813
84687	ENSG00000108819
1277	ENSG00000108821
51264	ENSG00000108826
10493	ENSG00000108828
55379	ENSG00000108829
8153	ENSG00000108830
239	ENSG00000108839
10014	ENSG00000108840
8714	ENSG00000108846
51747	ENSG00000108848
4355	ENSG00000108852
64750	ENSG00000108854
1845	ENSG00000108861
9343	ENSG00000108883
3131	ENSG00000108924
9120	ENSG00000108932
5573	ENSG00000108946
1949	ENSG00000108947
7531	ENSG00000108953
23531	ENSG00000108960
29098	ENSG00000108961
1801	ENSG00000108963
5608	ENSG00000108984
25979	ENSG00000109016
26118	ENSG00000109046
9368	ENSG00000109062
4621	ENSG00000109063
26151	ENSG00000109065
54868	ENSG00000109066
7126	ENSG00000109079
90410	ENSG00000109083
27346	ENSG00000109084
30850	ENSG00000109089
5376	ENSG00000109099
8456	ENSG00000109101
9094	ENSG00000109103
230	ENSG00000109107
6830	ENSG00000109111
83871	ENSG00000109113
57649	ENSG00000109118
55161	ENSG00000109133
57606	ENSG00000109171
54940	ENSG00000109180
80157	ENSG00000109182
23142	ENSG00000109184
64854	ENSG00000109189
6783	ENSG00000109193
26511	ENSG00000109220
10874	ENSG00000109255
8649	ENSG00000109270
4790	ENSG00000109320
374	ENSG00000109321
4126	ENSG00000109323
7323	ENSG00000109332
5602	ENSG00000109339
1998	ENSG00000109381
4717	ENSG00000109390
23158	ENSG00000109436
27309	ENSG00000109445
8821	ENSG00000109452
2549	ENSG00000109458
11275	ENSG00000109466
1363	ENSG00000109472
6164	ENSG00000109475
7466	ENSG00000109501
80273	ENSG00000109519
54433	ENSG00000109534
2483	ENSG00000109536
1182	ENSG00000109572
51166	ENSG00000109576
51809	ENSG00000109586
1665	ENSG00000109606
6649	ENSG00000109610
51091	ENSG00000109618
23321	ENSG00000109654
56606	ENSG00000109667
55294	ENSG00000109670
55296	ENSG00000109680
7468	ENSG00000109685
152503	ENSG00000109686
57620	ENSG00000109689
10227	ENSG00000109736
2743	ENSG00000109738
683	ENSG00000109743
9693	ENSG00000109756
83891	ENSG00000109762
55805	ENSG00000109771
55325	ENSG00000109775
51274	ENSG00000109787
51088	ENSG00000109790
64151	ENSG00000109805
7358	ENSG00000109814
1410	ENSG00000109846
10553	ENSG00000109854
1075	ENSG00000109861
91057	ENSG00000109881
7704	ENSG00000109906
26610	ENSG00000109911
8882	ENSG00000109917
23788	ENSG00000109919
23360	ENSG00000109920
7007	ENSG00000109927
116804918	ENSG00000109927
6309	ENSG00000109929
79864	ENSG00000109944
3312	ENSG00000109971
4013	ENSG00000110002
3338	ENSG00000110011
54414	ENSG00000110013
29907	ENSG00000110025
9404	ENSG00000110031
23220	ENSG00000110042
23130	ENSG00000110046
10938	ENSG00000110047
5007	ENSG00000110048
81622	ENSG00000110057
83480	ENSG00000110060
28960	ENSG00000110063
51111	ENSG00000110066
55572	ENSG00000110074
55291	ENSG00000110075
9379	ENSG00000110076
6484	ENSG00000110080
1374	ENSG00000110090
595	ENSG00000110092
79080	ENSG00000110104
27339	ENSG00000110107
79073	ENSG00000110108
3263	ENSG00000110169
10612	ENSG00000110171
26973	ENSG00000110172
2348	ENSG00000110195
25906	ENSG00000110200
2352	ENSG00000110203
24145	ENSG00000110218
9828	ENSG00000110237
22897	ENSG00000110274
50862	ENSG00000110315
57562	ENSG00000110318
1982	ENSG00000110321
374378	ENSG00000110328
329	ENSG00000110330
9354	ENSG00000110344
1656	ENSG00000110367
7379	ENSG00000110375
867	ENSG00000110395
5818	ENSG00000110400
10114	ENSG00000110422
25758	ENSG00000110427
26273	ENSG00000110429
8050	ENSG00000110435
29099	ENSG00000110442
51296	ENSG00000110446
84680	ENSG00000110455
4192	ENSG00000110492
55626	ENSG00000110497
8567	ENSG00000110514
114971	ENSG00000110536
79829	ENSG00000110583
833	ENSG00000110619
5002	ENSG00000110628
975	ENSG00000110651
54733	ENSG00000110660
55531	ENSG00000110675
55553	ENSG00000110693
10944	ENSG00000110696
9600	ENSG00000110697
6207	ENSG00000110700
9049	ENSG00000110711
4928	ENSG00000110713
4728	ENSG00000110717
10312	ENSG00000110719
1119	ENSG00000110721
23086	ENSG00000110723
11234	ENSG00000110756
2965	ENSG00000110768
7450	ENSG00000110799
5715	ENSG00000110801
10536	ENSG00000110811
8496	ENSG00000110841
25766	ENSG00000110844
11108	ENSG00000110851
9976	ENSG00000110852
84274	ENSG00000110871
6404	ENSG00000110876
23603	ENSG00000110880
41	ENSG00000110881
65981	ENSG00000110888
441631	ENSG00000110900
83892	ENSG00000110906
4891	ENSG00000110911
9761	ENSG00000110917
4598	ENSG00000110921
81566	ENSG00000110925
10645	ENSG00000110931
51561	ENSG00000110944
506	ENSG00000110955
10728	ENSG00000110958
605	ENSG00000110987
65117	ENSG00000111011
1594	ENSG00000111012
3875	ENSG00000111057
23371	ENSG00000111077
2735	ENSG00000111087
57460	ENSG00000111110
10988	ENSG00000111142
4048	ENSG00000111144
2004	ENSG00000111145
81029	ENSG00000111186
55110	ENSG00000111196
59341	ENSG00000111199
55846	ENSG00000111203
2305	ENSG00000111206
56341	ENSG00000111218
57097	ENSG00000111224
10094	ENSG00000111229
51184	ENSG00000111231
51699	ENSG00000111237
10635	ENSG00000111247
10019	ENSG00000111252
10566	ENSG00000111254
54682	ENSG00000111261
80824	ENSG00000111266
1389	ENSG00000111269
80724	ENSG00000111271
217	ENSG00000111275
1027	ENSG00000111276
80018	ENSG00000111300
6337	ENSG00000111319
4055	ENSG00000111321
79676	ENSG00000111325
8099	ENSG00000111328
4940	ENSG00000111331
4939	ENSG00000111335
4256	ENSG00000111341
8437	ENSG00000111344
397	ENSG00000111348
2967	ENSG00000111358
1967	ENSG00000111361
57696	ENSG00000111364
81539	ENSG00000111371
8909	ENSG00000111405
79794	ENSG00000111412
7421	ENSG00000111424
11211	ENSG00000111432
5985	ENSG00000111445
2054	ENSG00000111450
22818	ENSG00000111481
55832	ENSG00000111530
5869	ENSG00000111540
56890	ENSG00000111554
57122	ENSG00000111581
4848	ENSG00000111596
8914	ENSG00000111602
11052	ENSG00000111605
11103	ENSG00000111615
51258	ENSG00000111639
2597	ENSG00000111640
4839	ENSG00000111641
1108	ENSG00000111642
84519	ENSG00000111644
23074	ENSG00000111647
50813	ENSG00000111652
51147	ENSG00000111653
2784	ENSG00000111664
83461	ENSG00000111665
56994	ENSG00000111666
8078	ENSG00000111667
7167	ENSG00000111669
79158	ENSG00000111670
84727	ENSG00000111671
105369632	ENSG00000111671
2026	ENSG00000111674
1822	ENSG00000111676
113246	ENSG00000111678
5777	ENSG00000111679
10162	ENSG00000111684
51559	ENSG00000111696
64426	ENSG00000111707
51026	ENSG00000111711
3945	ENSG00000111716
5564	ENSG00000111725
55907	ENSG00000111726
29915	ENSG00000111727
6489	ENSG00000111728
9847	ENSG00000111731
11021	ENSG00000111737
1911	ENSG00000111752
1337	ENSG00000111775
55188	ENSG00000111785
8683	ENSG00000111786
26127	ENSG00000111790
1303	ENSG00000111799
10384	ENSG00000111801
51567	ENSG00000111802
2444	ENSG00000111816
29940	ENSG00000111817
51389	ENSG00000111832
51522	ENSG00000111843
55003	ENSG00000111845
2651	ENSG00000111846
57150	ENSG00000111850
63914	ENSG00000111850
4739	ENSG00000111859
387119	ENSG00000111860
84830	ENSG00000111863
25842	ENSG00000111875
254394	ENSG00000111877
79632	ENSG00000111879
8732	ENSG00000111880
4121	ENSG00000111885
57515	ENSG00000111897
51020	ENSG00000111906
7164	ENSG00000111907
135114	ENSG00000111911
135112	ENSG00000111912
23328	ENSG00000111961
10090	ENSG00000111962
80329	ENSG00000111981
26271	ENSG00000112029
54516	ENSG00000112031
5467	ENSG00000112033
2178	ENSG00000112039
1432	ENSG00000112062
222658	ENSG00000112078
11329	ENSG00000112079
6428	ENSG00000112081
29074	ENSG00000112110
4172	ENSG00000112118
9025	ENSG00000112130
221692	ENSG00000112137
266727	ENSG00000112139
22858	ENSG00000112144
26268	ENSG00000112146
9308	ENSG00000112149
23195	ENSG00000112159
55776	ENSG00000112167
60468	ENSG00000112182
221662	ENSG00000112183
10486	ENSG00000112186
26036	ENSG00000112200
9532	ENSG00000112208
51715	ENSG00000112210
81491	ENSG00000112218
26235	ENSG00000112234
892	ENSG00000112237
1871	ENSG00000112242
10973	ENSG00000112249
11149	ENSG00000112276
9439	ENSG00000112282
8936	ENSG00000112290
2822	ENSG00000112293
7915	ENSG00000112294
202	ENSG00000112297
55856	ENSG00000112304
60682	ENSG00000112305
6206	ENSG00000112306
81688	ENSG00000112308
51053	ENSG00000112312
8724	ENSG00000112335
10767	ENSG00000112339
10475	ENSG00000112343
5191	ENSG00000112357
9841	ENSG00000112365
9896	ENSG00000112367
64065	ENSG00000112378
57221	ENSG00000112379
51696	ENSG00000112406
57211	ENSG00000112414
9749	ENSG00000112419
7957	ENSG00000112425
7922	ENSG00000112473
5252	ENSG00000112511
51596	ENSG00000112514
135138	ENSG00000112530
9444	ENSG00000112531
4188	ENSG00000112559
7942	ENSG00000112561
896	ENSG00000112576
705	ENSG00000112578
84498	ENSG00000112584
6908	ENSG00000112592
2979	ENSG00000112599
23506	ENSG00000112624
5528	ENSG00000112640
51069	ENSG00000112651
5754	ENSG00000112655
6722	ENSG00000112658
23113	ENSG00000112659
10591	ENSG00000112667
56940	ENSG00000112679
124907782	ENSG00000112679
55770	ENSG00000112685
1347	ENSG00000112695
55754	ENSG00000112697
2762	ENSG00000112699
26054	ENSG00000112701
7422	ENSG00000112715
8899	ENSG00000112739
7272	ENSG00000112742
2030	ENSG00000112759
8838	ENSG00000112761
11120	ENSG00000112763
55603	ENSG00000112773
53405	ENSG00000112782
57666	ENSG00000112787
10279	ENSG00000112812
55914	ENSG00000112851
23438	ENSG00000112855
83594	ENSG00000112874
55722	ENSG00000112877
4124	ENSG00000112893
9037	ENSG00000112902
11044	ENSG00000112941
2690	ENSG00000112964
3157	ENSG00000112972
1611	ENSG00000112977
10902	ENSG00000112983
10112	ENSG00000112984
23530	ENSG00000112992
10884	ENSG00000112996
3313	ENSG00000113013
23107	ENSG00000113048
5201	ENSG00000113068
1839	ENSG00000113070
4015	ENSG00000113083
10307	ENSG00000113108
55374	ENSG00000113119
6678	ENSG00000113140
3550	ENSG00000113141
3156	ENSG00000113161
10087	ENSG00000113163
23197	ENSG00000113194
26167	ENSG00000113209
8622	ENSG00000113231
57396	ENSG00000113240
55819	ENSG00000113269
54974	ENSG00000113272
411	ENSG00000113273
9685	ENSG00000113282
7060	ENSG00000113296
57472	ENSG00000113300
7265	ENSG00000113312
4437	ENSG00000113318
5924	ENSG00000113319
900	ENSG00000113328
10622	ENSG00000113356
29102	ENSG00000113360
4001	ENSG00000113368
57561	ENSG00000113369
64083	ENSG00000113384
10923	ENSG00000113387
4883	ENSG00000113389
83989	ENSG00000113391
28965	ENSG00000113396
6897	ENSG00000113407
50805	ENSG00000113430
4012	ENSG00000113441
5144	ENSG00000113448
5810	ENSG00000113456
55299	ENSG00000113460
5618	ENSG00000113494
10723	ENSG00000113504
10111	ENSG00000113522
10007	ENSG00000113552
51294	ENSG00000113555
6500	ENSG00000113558
9631	ENSG00000113569
5515	ENSG00000113575
2246	ENSG00000113578
2908	ENSG00000113580
56951	ENSG00000113583
23398	ENSG00000113593
3977	ENSG00000113594
373	ENSG00000113595
80006	ENSG00000113597
10802	ENSG00000113615
79770	ENSG00000113621
23548	ENSG00000113638
5917	ENSG00000113643
23286	ENSG00000113645
9555	ENSG00000113648
10915	ENSG00000113649
1809	ENSG00000113657
4090	ENSG00000113658
1452	ENSG00000113712
22993	ENSG00000113716
57222	ENSG00000113719
8992	ENSG00000113732
662	ENSG00000113734
8614	ENSG00000113739
80315	ENSG00000113742
1627	ENSG00000113758
23567	ENSG00000113761
1962	ENSG00000113790
10051	ENSG00000113810
58515	ENSG00000113811
93973	ENSG00000113812
55171	ENSG00000113838
51300	ENSG00000113845
51185	ENSG00000113851
604	ENSG00000113916
10686	ENSG00000113946
84100	ENSG00000113966
27031	ENSG00000113971
51421	ENSG00000114019
56954	ENSG00000114021
26355	ENSG00000114023
4968	ENSG00000114026
3836	ENSG00000114030
5096	ENSG00000114054
7337	ENSG00000114062
25852	ENSG00000114098
80321	ENSG00000114107
5947	ENSG00000114115
55186	ENSG00000114120
9616	ENSG00000114125
7029	ENSG00000114126
54464	ENSG00000114127
8850	ENSG00000114166
11235	ENSG00000114209
7474	ENSG00000114251
5210	ENSG00000114268
1294	ENSG00000114270
5576	ENSG00000114302
3280	ENSG00000114315
7375	ENSG00000114316
23527	ENSG00000114331
1894	ENSG00000114346
2771	ENSG00000114353
10342	ENSG00000114354
8287	ENSG00000114374
64595	ENSG00000114374
3373	ENSG00000114378
11334	ENSG00000114383
10641	ENSG00000114388
6152	ENSG00000114391
11068	ENSG00000114395
57415	ENSG00000114405
8087	ENSG00000114416
868	ENSG00000114423
56987	ENSG00000114439
55081	ENSG00000114446
59345	ENSG00000114450
84223	ENSG00000114473
2632	ENSG00000114480
7372	ENSG00000114491
22916	ENSG00000114503
8723	ENSG00000114520
79669	ENSG00000114529
23150	ENSG00000114541
54946	ENSG00000114544
5361	ENSG00000114554
523	ENSG00000114573
80325	ENSG00000114626
50512	ENSG00000114631
7348	ENSG00000114638
10675	ENSG00000114646
23276	ENSG00000114648
22937	ENSG00000114650
57501	ENSG00000114656
79858	ENSG00000114670
11222	ENSG00000114686
57088	ENSG00000114698
51409	ENSG00000114735
1154	ENSG00000114737
7867	ENSG00000114738
93	ENSG00000114739
57599	ENSG00000114742
51122	ENSG00000114744
64689	ENSG00000114745
9136	ENSG00000114767
10057	ENSG00000114770
13	ENSG00000114771
84836	ENSG00000114779
10289	ENSG00000114784
26084	ENSG00000114790
54800	ENSG00000114796
7433	ENSG00000114812
25981	ENSG00000114841
6747	ENSG00000114850
92999	ENSG00000114853
7134	ENSG00000114854
4820	ENSG00000114857
1181	ENSG00000114859
27086	ENSG00000114861
1981	ENSG00000114867
28972	ENSG00000114902
6787	ENSG00000114904
6508	ENSG00000114923
54891	ENSG00000114933
1933	ENSG00000114942
8745	ENSG00000114948
1716	ENSG00000114956
55233	ENSG00000114978
55683	ENSG00000114982
81562	ENSG00000114988
6242	ENSG00000114993
150465	ENSG00000114999
3552	ENSG00000115008
6364	ENSG00000115009
200576	ENSG00000115020
30818	ENSG00000115041
51011	ENSG00000115042
4691	ENSG00000115053
10120	ENSG00000115073
80255	ENSG00000115084
10096	ENSG00000115091
55240	ENSG00000115107
57669	ENSG00000115109
29842	ENSG00000115112
51639	ENSG00000115128
9540	ENSG00000115129
51277	ENSG00000115137
5443	ENSG00000115138
10254	ENSG00000115145
2820	ENSG00000115159
1058	ENSG00000115163
90	ENSG00000115170
85461	ENSG00000115183
4358	ENSG00000115204
2976	ENSG00000115207
8890	ENSG00000115211
29959	ENSG00000115216
3694	ENSG00000115221
64838	ENSG00000115226
3676	ENSG00000115232
10213	ENSG00000115233
9784	ENSG00000115234
51130	ENSG00000115239
100302652	ENSG00000115239
5496	ENSG00000115241
5136	ENSG00000115252
92840	ENSG00000115255
54760	ENSG00000115257
10297	ENSG00000115266
64135	ENSG00000115267
6209	ENSG00000115268
25801	ENSG00000115271
83444	ENSG00000115274
7841	ENSG00000115275
64427	ENSG00000115282
374291	ENSG00000115286
84759	ENSG00000115289
2888	ENSG00000115290
79745	ENSG00000115295
6711	ENSG00000115306
550	ENSG00000115307
57142	ENSG00000115310
27429	ENSG00000115317
1796	ENSG00000115325
2591	ENSG00000115339
56655	ENSG00000115350
55704	ENSG00000115355
84141	ENSG00000115363
9801	ENSG00000115364
10314	ENSG00000115365
84128	ENSG00000115368
2202	ENSG00000115380
55120	ENSG00000115392
2335	ENSG00000115414
6772	ENSG00000115415
2744	ENSG00000115419
64895	ENSG00000115421
55825	ENSG00000115425
25972	ENSG00000115446
3485	ENSG00000115457
84173	ENSG00000115459
3488	ENSG00000115461
9736	ENSG00000115464
10575	ENSG00000115484
2677	ENSG00000115486
4759	ENSG00000115488
23301	ENSG00000115504
5013	ENSG00000115507
10190	ENSG00000115514
80219	ENSG00000115520
23451	ENSG00000115524
8869	ENSG00000115525
9486	ENSG00000115526
79031	ENSG00000115539
25843	ENSG00000115540
3336	ENSG00000115541
55818	ENSG00000115548
84812	ENSG00000115556
51652	ENSG00000115561
7701	ENSG00000115568
7850	ENSG00000115590
3554	ENSG00000115594
7475	ENSG00000115596
8808	ENSG00000115598
8809	ENSG00000115604
6549	ENSG00000115616
2274	ENSG00000115641
79083	ENSG00000115648
27013	ENSG00000115649
80146	ENSG00000115652
10058	ENSG00000115657
8576	ENSG00000115661
3069	ENSG00000115677
5510	ENSG00000115685
23178	ENSG00000115687
10494	ENSG00000115694
5624	ENSG00000115718
3398	ENSG00000115738
9014	ENSG00000115750
3241	ENSG00000115756
4953	ENSG00000115758
57448	ENSG00000115760
79954	ENSG00000115761
55041	ENSG00000115762
26003	ENSG00000115806
6801	ENSG00000115808
10153	ENSG00000115816
23683	ENSG00000115825
80067	ENSG00000115827
25797	ENSG00000115828
22930	ENSG00000115839
8604	ENSG00000115840
151393	ENSG00000115841
1746	ENSG00000115844
1615	ENSG00000115866
6432	ENSG00000115875
